From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_011836596.1	A3CLF8	reviewed	GATA_STRSV	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	Streptococcus sanguinis (strain SK36)	488
WP_011836597.1	A0A427ZXN8	unreviewed	A0A427ZXN8_STRSA	Sorbitol dehydrogenase (EC 1.1.1.14)	Streptococcus sanguinis	348
WP_011836597.1	A3CLG0	unreviewed	A3CLG0_STRSV	Dehydrogenase, putative (EC 1.1.1.-, EC 1.1.1.1, EC 1.1.1.4)	Streptococcus sanguinis (strain SK36)	348
WP_011836599.1	A0A427ZXZ1	unreviewed	A0A427ZXZ1_STRSA	TVP38/TMEM64 family membrane protein	Streptococcus sanguinis	208
WP_011836599.1	A3CLG2	unreviewed	A3CLG2_STRSV	TVP38/TMEM64 family membrane protein	Streptococcus sanguinis (strain SK36)	208
WP_011836601.1	A3CLG4	unreviewed	A3CLG4_STRSV	Conserved GTPase, putative	Streptococcus sanguinis (strain SK36)	368
WP_011836602.1	A3CLG6	unreviewed	A3CLG6_STRSV	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	Streptococcus sanguinis (strain SK36)	210
WP_011836603.1	A3CLG7	unreviewed	A3CLG7_STRSV	Bis(5'-nucleosyl)-tetraphosphatase (symmetrical) (EC 3.6.1.41)	Streptococcus sanguinis (strain SK36)	199
WP_011836604.1	A0A3R9HVJ2	unreviewed	A0A3R9HVJ2_STRSA	Streptothricin hydrolase (EC 3.5.2.19)	Streptococcus sanguinis	167
WP_011836604.1	A3CLG8	unreviewed	A3CLG8_STRSV	Isochorismatase family protein, putative	Streptococcus sanguinis (strain SK36)	167
WP_011836605.1	A0A3P1S5D3	unreviewed	A0A3P1S5D3_STRSA	Class I SAM-dependent methyltransferase	Streptococcus sanguinis	244
WP_011836605.1	A3CLH0	unreviewed	A3CLH0_STRSV	Methylase, putative	Streptococcus sanguinis (strain SK36)	244
WP_011836606.1	A3CLH1	reviewed	TMCAL_STRSV	tRNA(Met) cytidine acetate ligase (EC 6.3.4.-)	Streptococcus sanguinis (strain SK36)	364
WP_011836607.1	A0A427ZXY1	unreviewed	A0A427ZXY1_STRSA	Uncharacterized protein	Streptococcus sanguinis	267
WP_011836607.1	A3CLH2	unreviewed	A3CLH2_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	267
WP_011836609.1	A0A5A7ZDT8	unreviewed	A0A5A7ZDT8_STRSA	Amidohydrolase	Streptococcus sanguinis	380
WP_011836609.1	A3CLH5	unreviewed	A3CLH5_STRSV	Metal-dependent amidase/aminoacylase/carboxypeptidase, putative	Streptococcus sanguinis (strain SK36)	380
WP_011836611.1	A3CLI1	reviewed	TRHO_STRSV	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (tRNA hydroxylation protein O)	Streptococcus sanguinis (strain SK36)	328
WP_011836612.1	A3CLI2	unreviewed	A3CLI2_STRSV	Transcriptional regulator, AraC family, putative	Streptococcus sanguinis (strain SK36)	267
WP_011836613.1	A3CLI7	unreviewed	A3CLI7_STRSV	Phosphorylase, Pnp/Udp family, putative	Streptococcus sanguinis (strain SK36)	253
WP_011836614.1	A3CLI8	unreviewed	A3CLI8_STRSV	ABC-type cobalt transport system, ATPase component, putative	Streptococcus sanguinis (strain SK36)	561
WP_011836615.1	A0A3R9I8W7	unreviewed	A0A3R9I8W7_STRSA	Putative HMP/thiamine permease protein YkoC	Streptococcus sanguinis	278
WP_011836615.1	A3CLI9	unreviewed	A3CLI9_STRSV	Cobalt transporter, putative	Streptococcus sanguinis (strain SK36)	278
WP_011836616.1	A0A427ZXP8	unreviewed	A0A427ZXP8_STRSA	Uncharacterized protein	Streptococcus sanguinis	153
WP_011836616.1	A3CLJ0	unreviewed	A3CLJ0_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	153
WP_011836617.1	A0A3R9GIV2	unreviewed	A0A3R9GIV2_STRSA	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	Streptococcus sanguinis	237
WP_011836617.1	A3CLJ1	reviewed	RSMG_STRSV	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	Streptococcus sanguinis (strain SK36)	237
WP_011836618.1	A0A3R9HVH4	unreviewed	A0A3R9HVH4_STRSA	FtsX-like permease family protein	Streptococcus sanguinis	778
WP_011836618.1	A3CLJ3	unreviewed	A3CLJ3_STRSV	ABC transporter, permease component, putative	Streptococcus sanguinis (strain SK36)	778
WP_011836619.1	A0A427ZXU7	unreviewed	A0A427ZXU7_STRSA	Enterobactin exporter EntS	Streptococcus sanguinis	427
WP_011836619.1	A3CLJ4	unreviewed	A3CLJ4_STRSV	Macrolide-efflux protein, putative	Streptococcus sanguinis (strain SK36)	427
WP_011836620.1	A0A3R9H2D0	unreviewed	A0A3R9H2D0_STRSA	HTH-type transcriptional regulator MtrR	Streptococcus sanguinis	205
WP_011836620.1	A3CLJ5	unreviewed	A3CLJ5_STRSV	Transcriptional regulator, TetR/AcrR family, putative	Streptococcus sanguinis (strain SK36)	205
WP_011836621.1	A0A2X3VT32	unreviewed	A0A2X3VT32_STRSA	Protease HtpX homolog (EC 3.4.24.-)	Streptococcus sanguinis	298
WP_011836621.1	A3CLJ7	reviewed	HTPX_STRSV	Protease HtpX homolog (EC 3.4.24.-)	Streptococcus sanguinis (strain SK36)	298
WP_011836622.1	A0A427ZXM5	unreviewed	A0A427ZXM5_STRSA	Dextransucrase (EC 2.4.1.5) (Dextransucrase) (Sucrose 6-glucosyltransferase)	Streptococcus sanguinis	1568
WP_011836622.1	A3CLJ9	unreviewed	A3CLJ9_STRSV	Dextransucrase (EC 2.4.1.5) (Dextransucrase) (Sucrose 6-glucosyltransferase)	Streptococcus sanguinis (strain SK36)	1568
WP_011836623.1	A3CLK0	unreviewed	A3CLK0_STRSV	Transporter, putative	Streptococcus sanguinis (strain SK36)	413
WP_011836624.1	A0A3R9H0S0	unreviewed	A0A3R9H0S0_STRSA	Helix-turn-helix domain protein	Streptococcus sanguinis	289
WP_011836624.1	A3CLK1	unreviewed	A3CLK1_STRSV	RggD, putative	Streptococcus sanguinis (strain SK36)	289
WP_011836625.1	A0A3R9I469	unreviewed	A0A3R9I469_STRSA	Uncharacterized protein	Streptococcus sanguinis	124
WP_011836625.1	A3CLK5	unreviewed	A3CLK5_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	124
WP_011836626.1	A0A427ZXQ5	unreviewed	A0A427ZXQ5_STRSA	DNA polymerase IV (EC 2.7.7.7)	Streptococcus sanguinis	471
WP_011836626.1	A3CLK6	unreviewed	A3CLK6_STRSV	SOS responce UmuC protein, putative	Streptococcus sanguinis (strain SK36)	471
WP_011836627.1	A0A427ZXK6	unreviewed	A0A427ZXK6_STRSA	Transcriptional repressor DicA	Streptococcus sanguinis	225
WP_011836627.1	A3CLK7	unreviewed	A3CLK7_STRSV	Transcriptional regulator (XRE family), SOS-response transcriptional repressors (RecA-mediated autopeptidases), putative	Streptococcus sanguinis (strain SK36)	225
WP_011836629.1	A0A3R9H2B9	unreviewed	A0A3R9H2B9_STRSA	Endopeptidase La (EC 3.4.21.53)	Streptococcus sanguinis	347
WP_011836629.1	A3CLL1	unreviewed	A3CLL1_STRSV	Endopeptidase La (EC 3.4.21.53)	Streptococcus sanguinis (strain SK36)	347
WP_011836630.1	A0A3R9HLN6	unreviewed	A0A3R9HLN6_STRSA	Uncharacterized protein	Streptococcus sanguinis	193
WP_011836630.1	A3CLL2	unreviewed	A3CLL2_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	193
WP_011836631.1	A0A3R9IR01	unreviewed	A0A3R9IR01_STRSA	VanZ like family protein	Streptococcus sanguinis	179
WP_011836631.1	A3CLL4	unreviewed	A3CLL4_STRSV	VanZ domain-containing protein	Streptococcus sanguinis (strain SK36)	179
WP_011836632.1	A0A427ZXW0	unreviewed	A0A427ZXW0_STRSA	Tryptophan synthase beta chain (EC 4.2.1.20)	Streptococcus sanguinis	393
WP_011836632.1	A3CLL5	unreviewed	A3CLL5_STRSV	Tryptophan synthase beta chain (EC 4.2.1.20)	Streptococcus sanguinis (strain SK36)	393
WP_011836633.1	A3CLL6	unreviewed	A3CLL6_STRSV	Anthranilate synthase component 1 (EC 4.1.3.27)	Streptococcus sanguinis (strain SK36)	452
WP_011836634.1	A3CLL7	unreviewed	A3CLL7_STRSV	Anthranilate synthase component II, putative (EC 4.1.3.27)	Streptococcus sanguinis (strain SK36)	187
WP_011836635.1	A3CLL9	reviewed	TRPC_STRSV	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	Streptococcus sanguinis (strain SK36)	255
WP_011836637.1	A0A3R9I8V3	unreviewed	A0A3R9I8V3_STRSA	Tryptophan synthase beta chain (EC 4.2.1.20)	Streptococcus sanguinis	407
WP_011836637.1	A3CLM1	unreviewed	A3CLM1_STRSV	Tryptophan synthase beta chain (EC 4.2.1.20)	Streptococcus sanguinis (strain SK36)	407
WP_011836638.1	A0A3R9GIT1	unreviewed	A0A3R9GIT1_STRSA	Tryptophan synthase alpha chain (EC 4.2.1.20)	Streptococcus sanguinis	259
WP_011836638.1	A3CLM2	reviewed	TRPA_STRSV	Tryptophan synthase alpha chain (EC 4.2.1.20)	Streptococcus sanguinis (strain SK36)	259
WP_011836639.1	A0A3R9GVR2	unreviewed	A0A3R9GVR2_STRSA	Bacterial transcription activator, effector binding domain	Streptococcus sanguinis	149
WP_011836640.1	A0A427ZXU8	unreviewed	A0A427ZXU8_STRSA	Leader peptidase PppA	Streptococcus sanguinis	220
WP_011836640.1	A3CLM6	unreviewed	A3CLM6_STRSV	Type 4 prepilin peptidase, putative (EC 3.4.23.43)	Streptococcus sanguinis (strain SK36)	220
WP_011836641.1	A0A3R9IQZ1	unreviewed	A0A3R9IQZ1_STRSA	Thiosulfate sulfurtransferase	Streptococcus sanguinis	126
WP_011836641.1	A3CLN0	unreviewed	A3CLN0_STRSV	Rhodanese domain-containing protein	Streptococcus sanguinis (strain SK36)	126
WP_011836642.1	A0A3R9H0Q4	unreviewed	A0A3R9H0Q4_STRSA	Uncharacterized protein	Streptococcus sanguinis	75
WP_011836642.1	A3CLN1	unreviewed	A3CLN1_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	75
WP_011836643.1	A0A3R9H106	unreviewed	A0A3R9H106_STRSA	Pseudouridine synthase (EC 5.4.99.-)	Streptococcus sanguinis	241
WP_011836643.1	A3CLN2	unreviewed	A3CLN2_STRSV	Pseudouridine synthase (EC 5.4.99.-)	Streptococcus sanguinis (strain SK36)	241
WP_011836645.1	A0A3R9I8U6	unreviewed	A0A3R9I8U6_STRSA	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	Streptococcus sanguinis	450
WP_011836645.1	A3CLN5	reviewed	MURD_STRSV	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	Streptococcus sanguinis (strain SK36)	450
WP_011836646.1	A3CLN6	reviewed	MURG_STRSV	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	Streptococcus sanguinis (strain SK36)	356
WP_011836647.1	A3CLN7	unreviewed	A3CLN7_STRSV	Cell division protein DivIB	Streptococcus sanguinis (strain SK36)	401
WP_011836648.1	A0A3R9HT92	unreviewed	A0A3R9HT92_STRSA	Cell division protein FtsZ	Streptococcus sanguinis	425
WP_011836648.1	A3CLN9	unreviewed	A3CLN9_STRSV	Cell division protein FtsZ	Streptococcus sanguinis (strain SK36)	425
WP_011836649.1	A3CLP4	reviewed	SYI_STRSV	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	Streptococcus sanguinis (strain SK36)	930
WP_011836652.1	A3CLQ6	unreviewed	A3CLQ6_STRSV	ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase)	Streptococcus sanguinis (strain SK36)	280
WP_011836653.1	A0A3R9HVD4	unreviewed	A0A3R9HVD4_STRSA	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	Streptococcus sanguinis	446
WP_011836653.1	A3CLQ7	reviewed	EX7L_STRSV	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	Streptococcus sanguinis (strain SK36)	446
WP_011836654.1	A0A3R9H293	unreviewed	A0A3R9H293_STRSA	Farnesyl diphosphate synthase (EC 2.5.1.10)	Streptococcus sanguinis	291
WP_011836654.1	A3CLQ9	unreviewed	A3CLQ9_STRSV	Farnesyl diphosphate synthase, putative (EC 2.5.1.1, EC 2.5.1.10)	Streptococcus sanguinis (strain SK36)	291
WP_011836655.1	A0A3R9HLK6	unreviewed	A0A3R9HLK6_STRSA	Hemolysin A	Streptococcus sanguinis	271
WP_011836655.1	A3CLR0	unreviewed	A3CLR0_STRSV	rRNA methylase, putative	Streptococcus sanguinis (strain SK36)	271
WP_011836656.1	A0A2X3Y0I2	unreviewed	A0A2X3Y0I2_STRSA	Arginine repressor	Streptococcus sanguinis	143
WP_011836656.1	A3CLR1	unreviewed	A3CLR1_STRSV	Arginine repressor	Streptococcus sanguinis (strain SK36)	143
WP_011836657.1	A0A3P1S4Z4	unreviewed	A0A3P1S4Z4_STRSA	DegV family protein	Streptococcus sanguinis	277
WP_011836657.1	A3CLR4	unreviewed	A3CLR4_STRSV	Conserved uncharacterized protein	Streptococcus sanguinis (strain SK36)	277
WP_011836658.1	A3CLR6	unreviewed	A3CLR6_STRSV	Fibril-like structure subunit FibA, putative	Streptococcus sanguinis (strain SK36)	1273
WP_011836659.1	A3CLR7	unreviewed	A3CLR7_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	106
WP_011836660.1	A3CLR9	unreviewed	A3CLR9_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	247
WP_011836662.1	A3CLS4	unreviewed	A3CLS4_STRSV	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	Streptococcus sanguinis (strain SK36)	456
WP_011836663.1	A3CLS5	unreviewed	A3CLS5_STRSV	Mutator protein, putative	Streptococcus sanguinis (strain SK36)	203
WP_011836664.1	A3CLS6	unreviewed	A3CLS6_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	228
WP_011836665.1	A3CLS7	unreviewed	A3CLS7_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	228
WP_011836667.1	A3CLS9	reviewed	RF3_STRSV	Peptide chain release factor 3 (RF-3)	Streptococcus sanguinis (strain SK36)	514
WP_011836668.1	A3CLT0	unreviewed	A3CLT0_STRSV	Methyltransferase, putative (EC 2.1.1.-)	Streptococcus sanguinis (strain SK36)	82
WP_011836669.1	A3CLT1	unreviewed	A3CLT1_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	254
WP_011836670.1	A3CLT2	unreviewed	A3CLT2_STRSV	Cation transporter CorA family, putative	Streptococcus sanguinis (strain SK36)	302
WP_011836671.1	A3CLT3	unreviewed	A3CLT3_STRSV	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Streptococcus sanguinis (strain SK36)	887
WP_011836672.1	A3CLT4	unreviewed	A3CLT4_STRSV	Citrate synthase	Streptococcus sanguinis (strain SK36)	372
WP_011836674.1	A0A3R9HVB4	unreviewed	A0A3R9HVB4_STRSA	Uncharacterized protein	Streptococcus sanguinis	132
WP_011836674.1	A3CLT6	unreviewed	A3CLT6_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	132
WP_011836677.1	A0A427ZXL9	unreviewed	A0A427ZXL9_STRSA	ComE operon protein 1	Streptococcus sanguinis	226
WP_011836677.1	A3CLU6	unreviewed	A3CLU6_STRSV	DNA uptake protein, putative	Streptococcus sanguinis (strain SK36)	226
WP_011836678.1	A3CLU7	unreviewed	A3CLU7_STRSV	Competence protein, putative	Streptococcus sanguinis (strain SK36)	746
WP_011836679.1	A3CLU8	unreviewed	A3CLU8_STRSV	Conserved uncharacterized protein	Streptococcus sanguinis (strain SK36)	364
WP_011836680.1	A3CLU9	unreviewed	A3CLU9_STRSV	DNA_pol3_delta domain-containing protein	Streptococcus sanguinis (strain SK36)	348
WP_011836681.1	A3CLV1	unreviewed	A3CLV1_STRSV	Beta-lactamase2 domain-containing protein	Streptococcus sanguinis (strain SK36)	386
WP_011836682.1	A3CLV3	unreviewed	A3CLV3_STRSV	ABC-type multidrug/protein/lipid transport system (Pediocin PA-1 exporter), ATPase and permease components, putative	Streptococcus sanguinis (strain SK36)	526
WP_011836683.1	A3CLV6	unreviewed	A3CLV6_STRSV	Metal-dependent membrane protease, putative	Streptococcus sanguinis (strain SK36)	274
WP_011836688.1	A3CLW2	unreviewed	A3CLW2_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	262
WP_011836690.1	A3CLW4	unreviewed	A3CLW4_STRSV	Integral membrane protein, putative	Streptococcus sanguinis (strain SK36)	165
WP_011836691.1	A3CLW5	unreviewed	A3CLW5_STRSV	Catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases, putative	Streptococcus sanguinis (strain SK36)	228
WP_011836692.1	A3CLW6	reviewed	ARCA_STRSV	Arginine deiminase (ADI) (EC 3.5.3.6) (Arginine dihydrolase) (AD)	Streptococcus sanguinis (strain SK36)	409
WP_011836693.1	A3CLX2	reviewed	QUEA_STRSV	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	Streptococcus sanguinis (strain SK36)	342
WP_011836695.1	A0A427Z404	unreviewed	A0A427Z404_STRSA	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	Streptococcus sanguinis	235
WP_011836695.1	A3CLX4	reviewed	NAGB_STRSV	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	Streptococcus sanguinis (strain SK36)	235
WP_011836696.1	A3CLX5	unreviewed	A3CLX5_STRSV	DD-carboxypeptidase, putative (EC 3.4.16.4)	Streptococcus sanguinis (strain SK36)	451
WP_011836697.1	A3CLX6	unreviewed	A3CLX6_STRSV	Sugar:H+ symporter, permease of the major facilitator superfamily, putative	Streptococcus sanguinis (strain SK36)	389
WP_011836698.1	A3CLX7	unreviewed	A3CLX7_STRSV	Competence protein, putative	Streptococcus sanguinis (strain SK36)	316
WP_011836699.1	A3CLX8	unreviewed	A3CLX8_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	128
WP_011836700.1	A3CLX9	unreviewed	A3CLX9_STRSV	Oligoendopeptidase F, putative (EC 3.4.24.-)	Streptococcus sanguinis (strain SK36)	600
WP_011836701.1	A0A427ZX83	unreviewed	A0A427ZX83_STRSA	tRNA 5-hydroxyuridine methyltransferase (EC 2.1.1.-) (ho5U methyltransferase)	Streptococcus sanguinis	227
WP_011836701.1	A3CLY0	unreviewed	A3CLY0_STRSV	tRNA 5-hydroxyuridine methyltransferase (EC 2.1.1.-) (ho5U methyltransferase)	Streptococcus sanguinis (strain SK36)	227
WP_011836702.1	A3CLY1	reviewed	PRSA_STRSV	Foldase protein PrsA (EC 5.2.1.8)	Streptococcus sanguinis (strain SK36)	335
WP_011836704.1	A3CLY3	reviewed	SYA_STRSV	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	Streptococcus sanguinis (strain SK36)	872
WP_011836705.1	A3CLY4	reviewed	ARGC_STRSV	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	Streptococcus sanguinis (strain SK36)	340
WP_011836706.1	A3CLY5	unreviewed	A3CLY5_STRSV	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	Streptococcus sanguinis (strain SK36)	397
WP_011836707.1	A3CLY6	reviewed	ARGB_STRSV	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	Streptococcus sanguinis (strain SK36)	245
WP_011836708.1	A3CLY7	unreviewed	A3CLY7_STRSV	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	Streptococcus sanguinis (strain SK36)	380
WP_011836710.1	A3CLZ0	unreviewed	A3CLZ0_STRSV	Transcription repressor, putative	Streptococcus sanguinis (strain SK36)	180
WP_011836711.1	A3CLZ1	unreviewed	A3CLZ1_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	233
WP_011836712.1	A3CLZ2	unreviewed	A3CLZ2_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	217
WP_011836714.1	A3CLZ6	unreviewed	A3CLZ6_STRSV	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	Streptococcus sanguinis (strain SK36)	719
WP_011836715.1	A0A3R9I8P2	unreviewed	A0A3R9I8P2_STRSA	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	Streptococcus sanguinis	636
WP_011836715.1	A3CM01	reviewed	GLGB_STRSV	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	Streptococcus sanguinis (strain SK36)	636
WP_011836716.1	A3CM04	reviewed	GLGA_STRSV	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	Streptococcus sanguinis (strain SK36)	476
WP_011836717.1	A3CM11	reviewed	ATPD_STRSV	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	Streptococcus sanguinis (strain SK36)	178
WP_011836719.1	A3CM17	unreviewed	A3CM17_STRSV	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	Streptococcus sanguinis (strain SK36)	426
WP_011836720.1	A3CM21	unreviewed	A3CM21_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	121
WP_011836721.1	A3CM22	unreviewed	A3CM22_STRSV	ABC-NBD transporters with duplicated ATPase domains, putative	Streptococcus sanguinis (strain SK36)	631
WP_011836722.1	A3CM23	unreviewed	A3CM23_STRSV	Transcriptional regulator, putative	Streptococcus sanguinis (strain SK36)	287
WP_011836724.1	A3CM27	unreviewed	A3CM27_STRSV	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT (EC 6.3.5.13)	Streptococcus sanguinis (strain SK36)	447
WP_011836725.1	A3CM28	unreviewed	A3CM28_STRSV	Diadenylate cyclase (DAC) (EC 2.7.7.85) (Cyclic-di-AMP synthase) (c-di-AMP synthase)	Streptococcus sanguinis (strain SK36)	282
WP_011836728.1	A0A3R9HV72	unreviewed	A0A3R9HV72_STRSA	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	Streptococcus sanguinis	436
WP_011836728.1	A3CM33	reviewed	OBG_STRSV	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	Streptococcus sanguinis (strain SK36)	436
WP_011836729.1	A0A3R9HLF7	unreviewed	A0A3R9HLF7_STRSA	Nucleotide-binding protein D8882_00095	Streptococcus sanguinis	296
WP_011836729.1	A3CM36	reviewed	Y810_STRSV	Nucleotide-binding protein SSA_0810	Streptococcus sanguinis (strain SK36)	296
WP_011836730.1	A3CM39	reviewed	FENR_STRSV	Ferredoxin--NADP reductase (FNR) (Fd-NADP(+) reductase) (EC 1.18.1.2)	Streptococcus sanguinis (strain SK36)	322
WP_011836731.1	A0A3R9H0I2	unreviewed	A0A3R9H0I2_STRSA	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	Streptococcus sanguinis	438
WP_011836731.1	A3CM40	unreviewed	A3CM40_STRSV	Oxidoreductase, pyridine nucleotide-disulfide, class I, putative	Streptococcus sanguinis (strain SK36)	438
WP_011836732.1	A0A3R9GI87	unreviewed	A0A3R9GI87_STRSA	Uncharacterized protein	Streptococcus sanguinis	118
WP_011836732.1	A3CM41	unreviewed	A3CM41_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	118
WP_011836733.1	A3CM43	unreviewed	A3CM43_STRSV	Antirepressor regulating drug resistance (Membrane-bound), putative	Streptococcus sanguinis (strain SK36)	485
WP_011836734.1	A3CM44	unreviewed	A3CM44_STRSV	SPX domain-like protein, putative	Streptococcus sanguinis (strain SK36)	243
WP_011836735.1	A3CM45	unreviewed	A3CM45_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	227
WP_011836736.1	A3CM48	unreviewed	A3CM48_STRSV	DNA primase (EC 2.7.7.101)	Streptococcus sanguinis (strain SK36)	602
WP_011836737.1	A0A0B7GMN3	unreviewed	A0A0B7GMN3_STRSA	FeS_assembly_P domain-containing protein	Streptococcus sanguinis	112
WP_011836737.1	A3CM50	unreviewed	A3CM50_STRSV	FeS_assembly_P domain-containing protein	Streptococcus sanguinis (strain SK36)	112
WP_011836738.1	A3CM51	unreviewed	A3CM51_STRSV	Conserved uncharacterized cytosolic protein, putative	Streptococcus sanguinis (strain SK36)	279
WP_011836739.1	A3CM52	unreviewed	A3CM52_STRSV	Platelet-binding glycoprotein	Streptococcus sanguinis (strain SK36)	1625
WP_011836740.1	A3CM53	unreviewed	A3CM53_STRSV	Glycosyltransferase, putative	Streptococcus sanguinis (strain SK36)	1074
WP_011836741.1	A3CM54	unreviewed	A3CM54_STRSV	Glucosyltransferase 3 (EC 2.4.1.-)	Streptococcus sanguinis (strain SK36)	334
WP_011836742.1	A3CM55	reviewed	SECY2_STRSV	Accessory Sec system protein translocase subunit SecY2	Streptococcus sanguinis (strain SK36)	407
WP_011836743.1	A3CM56	unreviewed	A3CM56_STRSV	Accessory secretory protein Asp1, putative	Streptococcus sanguinis (strain SK36)	526
WP_011836744.1	A0A427ZEN2	unreviewed	A0A427ZEN2_STRSA	Accessory Sec system protein Asp2	Streptococcus sanguinis	509
WP_011836744.1	A3CM57	unreviewed	A3CM57_STRSV	Accessory secretory protein Asp2, putative	Streptococcus sanguinis (strain SK36)	509
